File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0001.JPG,D:\Photo_Set_1\,2016:11:11 17:00:34,CAM74,1,3,0,0
IMG_0002.JPG,D:\Photo_Set_1\,2016:11:11 17:00:36,CAM74,2,3,0,0
IMG_0003.JPG,D:\Photo_Set_1\,2016:11:11 17:00:37,CAM74,3,3,0,0
IMG_0004.JPG,D:\Photo_Set_1\,2016:11:11 17:00:41,CAM74,1,3,0,0
IMG_0005.JPG,D:\Photo_Set_1\,2016:11:11 17:00:44,CAM74,2,3,0,0
IMG_0006.JPG,D:\Photo_Set_1\,2016:11:11 17:00:45,CAM74,3,3,0,0
IMG_0007.JPG,D:\Photo_Set_1\,2016:11:11 17:01:22,CAM74,1,3,0,0
IMG_0008.JPG,D:\Photo_Set_1\,2016:11:11 17:01:23,CAM74,2,3,0,0
IMG_0009.JPG,D:\Photo_Set_1\,2016:11:11 17:01:24,CAM74,3,3,0,0
IMG_0010.JPG,D:\Photo_Set_1\,2016:11:11 17:01:25,CAM74,1,3,0,0
IMG_0011.JPG,D:\Photo_Set_1\,2016:11:11 17:01:26,CAM74,2,3,0,0
IMG_0012.JPG,D:\Photo_Set_1\,2016:11:11 17:01:27,CAM74,3,3,0,0
IMG_0013.JPG,D:\Photo_Set_1\,2016:11:11 17:01:33,CAM74,1,3,0,0
IMG_0014.JPG,D:\Photo_Set_1\,2016:11:11 17:01:34,CAM74,2,3,0,0
IMG_0015.JPG,D:\Photo_Set_1\,2016:11:11 17:01:35,CAM74,3,3,0,0
IMG_0016.JPG,D:\Photo_Set_1\,2016:11:11 17:01:36,CAM74,1,3,0,0
IMG_0017.JPG,D:\Photo_Set_1\,2016:11:11 17:01:37,CAM74,2,3,0,0
IMG_0018.JPG,D:\Photo_Set_1\,2016:11:11 17:01:38,CAM74,3,3,0,0
IMG_0019.JPG,D:\Photo_Set_1\,2016:11:11 17:01:39,CAM74,1,3,0,0
IMG_0020.JPG,D:\Photo_Set_1\,2016:11:11 17:01:40,CAM74,2,3,0,0
IMG_0021.JPG,D:\Photo_Set_1\,2016:11:11 17:01:41,CAM74,3,3,0,0
IMG_0022.JPG,D:\Photo_Set_1\,2016:11:11 17:01:42,CAM74,1,3,0,0
IMG_0023.JPG,D:\Photo_Set_1\,2016:11:11 17:01:43,CAM74,2,3,0,0
IMG_0024.JPG,D:\Photo_Set_1\,2016:11:11 17:01:44,CAM74,3,3,0,0
IMG_0025.JPG,D:\Photo_Set_1\,2016:11:11 17:03:18,CAM74,1,3,0,0
IMG_0026.JPG,D:\Photo_Set_1\,2016:11:11 17:03:20,CAM74,2,3,0,0
IMG_0027.JPG,D:\Photo_Set_1\,2016:11:11 17:03:21,CAM74,3,3,0,0
IMG_0028.JPG,D:\Photo_Set_1\,2016:11:11 17:08:18,CAM74,1,3,0,0
IMG_0029.JPG,D:\Photo_Set_1\,2016:11:11 17:08:19,CAM74,2,3,0,0
IMG_0030.JPG,D:\Photo_Set_1\,2016:11:11 17:08:20,CAM74,3,3,0,0
IMG_0031.JPG,D:\Photo_Set_1\,2016:11:11 17:13:02,CAM74,1,3,0,0
IMG_0032.JPG,D:\Photo_Set_1\,2016:11:11 17:13:03,CAM74,2,3,0,0
IMG_0033.JPG,D:\Photo_Set_1\,2016:11:11 17:13:04,CAM74,3,3,0,0
IMG_0034.JPG,D:\Photo_Set_1\,2016:11:11 17:14:04,CAM74,1,3,0,0
IMG_0035.JPG,D:\Photo_Set_1\,2016:11:11 17:14:05,CAM74,2,3,0,0
IMG_0036.JPG,D:\Photo_Set_1\,2016:11:11 17:14:06,CAM74,3,3,0,0
IMG_0037.JPG,D:\Photo_Set_1\,2016:11:11 17:18:15,CAM74,1,3,0,0
IMG_0038.JPG,D:\Photo_Set_1\,2016:11:11 17:18:16,CAM74,2,3,0,0
IMG_0039.JPG,D:\Photo_Set_1\,2016:11:11 17:18:17,CAM74,3,3,0,0
IMG_0040.JPG,D:\Photo_Set_1\,2016:11:11 17:36:46,CAM74,1,3,0,0
IMG_0041.JPG,D:\Photo_Set_1\,2016:11:11 17:36:47,CAM74,2,3,0,0
IMG_0042.JPG,D:\Photo_Set_1\,2016:11:11 17:36:48,CAM74,3,3,0,0
IMG_0043.JPG,D:\Photo_Set_1\,2016:11:11 17:39:08,CAM74,1,3,0,0
IMG_0044.JPG,D:\Photo_Set_1\,2016:11:11 17:39:09,CAM74,2,3,0,0
IMG_0045.JPG,D:\Photo_Set_1\,2016:11:11 17:39:10,CAM74,3,3,0,0
IMG_0046.JPG,D:\Photo_Set_1\,2016:11:11 17:47:11,CAM74,1,3,0,0
IMG_0047.JPG,D:\Photo_Set_1\,2016:11:11 17:47:12,CAM74,2,3,0,0
IMG_0048.JPG,D:\Photo_Set_1\,2016:11:11 17:47:13,CAM74,3,3,0,0
IMG_0049.JPG,D:\Photo_Set_1\,2016:11:11 17:54:12,CAM74,1,3,0,0
IMG_0050.JPG,D:\Photo_Set_1\,2016:11:11 17:54:13,CAM74,2,3,0,0
IMG_0051.JPG,D:\Photo_Set_1\,2016:11:11 17:54:14,CAM74,3,3,0,0
IMG_0052.JPG,D:\Photo_Set_1\,2016:11:11 18:19:50,CAM74,1,3,0,0
IMG_0053.JPG,D:\Photo_Set_1\,2016:11:11 18:19:52,CAM74,2,3,0,0
IMG_0054.JPG,D:\Photo_Set_1\,2016:11:11 18:19:53,CAM74,3,3,0,0
IMG_0055.JPG,D:\Photo_Set_1\,2016:11:11 18:30:22,CAM74,1,3,0,0
IMG_0056.JPG,D:\Photo_Set_1\,2016:11:11 18:30:23,CAM74,2,3,0,0
IMG_0057.JPG,D:\Photo_Set_1\,2016:11:11 18:30:24,CAM74,3,3,0,0
IMG_0058.JPG,D:\Photo_Set_1\,2016:11:11 18:31:06,CAM74,1,3,0,0
IMG_0059.JPG,D:\Photo_Set_1\,2016:11:11 18:31:08,CAM74,2,3,0,0
IMG_0060.JPG,D:\Photo_Set_1\,2016:11:11 18:31:09,CAM74,3,3,0,0
IMG_0061.JPG,D:\Photo_Set_1\,2016:11:11 18:31:13,CAM74,1,3,0,0
IMG_0062.JPG,D:\Photo_Set_1\,2016:11:11 18:31:14,CAM74,2,3,0,0
IMG_0063.JPG,D:\Photo_Set_1\,2016:11:11 18:31:15,CAM74,3,3,0,0
IMG_0064.JPG,D:\Photo_Set_1\,2016:11:11 19:46:57,CAM74,1,3,1,0
