File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0001.JPG,d:\photo_set_2\,2017:01:09 17:40:17,CAM276,1,3,0,0
IMG_0002.JPG,d:\photo_set_2\,2017:01:09 17:40:21,CAM276,2,3,0,0
IMG_0003.JPG,d:\photo_set_2\,2017:01:09 17:40:23,CAM276,3,3,0,0
IMG_0004.JPG,d:\photo_set_2\,2017:01:09 17:40:24,CAM276,1,3,0,0
IMG_0005.JPG,d:\photo_set_2\,2017:01:09 17:40:28,CAM276,2,3,0,0
IMG_0006.JPG,d:\photo_set_2\,2017:01:09 17:40:29,CAM276,3,3,0,0
IMG_0007.JPG,d:\photo_set_2\,2017:01:09 17:40:33,CAM276,1,3,0,0
IMG_0008.JPG,d:\photo_set_2\,2017:01:09 17:40:37,CAM276,2,3,0,0
IMG_0009.JPG,d:\photo_set_2\,2017:01:09 17:40:38,CAM276,3,3,0,0
IMG_0010.JPG,d:\photo_set_2\,2017:01:09 17:40:49,CAM276,1,3,0,0
IMG_0011.JPG,d:\photo_set_2\,2017:01:09 17:40:50,CAM276,2,3,0,0
IMG_0012.JPG,d:\photo_set_2\,2017:01:09 17:40:52,CAM276,3,3,0,0
IMG_0013.JPG,d:\photo_set_2\,2017:01:09 17:40:54,CAM276,1,3,0,0
IMG_0014.JPG,d:\photo_set_2\,2017:01:09 17:40:55,CAM276,2,3,0,0
IMG_0015.JPG,d:\photo_set_2\,2017:01:09 17:40:56,CAM276,3,3,0,0
IMG_0016.JPG,d:\photo_set_2\,2017:01:09 17:41:02,CAM276,1,3,0,0
IMG_0017.JPG,d:\photo_set_2\,2017:01:09 17:41:04,CAM276,2,3,0,0
IMG_0018.JPG,d:\photo_set_2\,2017:01:09 17:41:05,CAM276,3,3,0,0
IMG_0019.JPG,d:\photo_set_2\,2017:01:09 17:41:09,CAM276,1,3,0,0
IMG_0020.JPG,d:\photo_set_2\,2017:01:09 17:41:11,CAM276,2,3,0,0
IMG_0021.JPG,d:\photo_set_2\,2017:01:09 17:41:14,CAM276,3,3,0,0
IMG_0022.JPG,d:\photo_set_2\,2017:01:09 17:41:15,CAM276,1,3,0,0
IMG_0023.JPG,d:\photo_set_2\,2017:01:09 17:41:18,CAM276,2,3,0,0
IMG_0024.JPG,d:\photo_set_2\,2017:01:09 17:41:19,CAM276,3,3,0,0
IMG_0025.JPG,d:\photo_set_2\,2017:01:09 17:41:21,CAM276,1,3,0,0
IMG_0026.JPG,d:\photo_set_2\,2017:01:09 17:41:22,CAM276,2,3,0,0
IMG_0027.JPG,d:\photo_set_2\,2017:01:09 17:41:26,CAM276,3,3,0,0
IMG_0028.JPG,d:\photo_set_2\,2017:01:09 17:41:28,CAM276,1,3,0,0
IMG_0029.JPG,d:\photo_set_2\,2017:01:09 17:41:30,CAM276,2,3,0,0
IMG_0030.JPG,d:\photo_set_2\,2017:01:09 17:41:31,CAM276,3,3,0,0
IMG_0031.JPG,d:\photo_set_2\,2017:01:09 17:41:33,CAM276,1,3,0,0
IMG_0032.JPG,d:\photo_set_2\,2017:01:09 17:41:35,CAM276,2,3,0,0
IMG_0033.JPG,d:\photo_set_2\,2017:01:09 17:41:37,CAM276,3,3,0,0
IMG_0034.JPG,d:\photo_set_2\,2017:01:09 17:41:39,CAM276,1,3,0,0
IMG_0035.JPG,d:\photo_set_2\,2017:01:09 17:41:40,CAM276,2,3,0,0
IMG_0036.JPG,d:\photo_set_2\,2017:01:09 17:41:42,CAM276,3,3,0,0
IMG_0037.JPG,d:\photo_set_2\,2017:01:09 17:41:44,CAM276,1,3,0,0
IMG_0038.JPG,d:\photo_set_2\,2017:01:09 17:41:46,CAM276,2,3,0,0
IMG_0039.JPG,d:\photo_set_2\,2017:01:09 17:41:47,CAM276,3,3,0,0
IMG_0040.JPG,d:\photo_set_2\,2017:01:09 17:41:49,CAM276,1,3,0,0
IMG_0041.JPG,d:\photo_set_2\,2017:01:09 17:41:51,CAM276,2,3,0,0
IMG_0042.JPG,d:\photo_set_2\,2017:01:09 17:41:52,CAM276,3,3,0,0
IMG_0043.JPG,d:\photo_set_2\,2017:01:09 17:41:53,CAM276,1,3,0,0
