File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0061.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:02 15:32:54,CAM272,1,3,0,0
IMG_0062.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:02 15:32:55,CAM272,2,3,0,0
IMG_0063.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:02 15:32:56,CAM272,3,3,0,0
IMG_0064.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:03 12:33:06,CAM272,1,3,0,0
IMG_0065.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:03 12:33:07,CAM272,2,3,0,0
IMG_0066.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:03 12:33:08,CAM272,3,3,0,0
IMG_0067.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 10:50:10,CAM272,1,3,0,0
IMG_0068.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 10:50:12,CAM272,2,3,0,0
IMG_0069.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 10:50:13,CAM272,3,3,0,0
IMG_0070.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:43,CAM272,1,3,0,0
IMG_0071.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:45,CAM272,2,3,0,0
IMG_0072.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:46,CAM272,3,3,0,0
IMG_0073.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:50,CAM272,1,3,0,0
IMG_0074.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:51,CAM272,2,3,0,0
IMG_0075.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:05:52,CAM272,3,3,0,0
IMG_0076.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:20,CAM272,1,3,0,0
IMG_0077.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:22,CAM272,2,3,0,0
IMG_0078.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:23,CAM272,3,3,0,0
IMG_0079.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:43,CAM272,1,3,0,0
IMG_0080.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:44,CAM272,2,3,0,0
IMG_0081.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:06:45,CAM272,3,3,0,0
IMG_0082.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:08:11,CAM272,1,3,0,0
IMG_0083.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:08:12,CAM272,2,3,0,0
IMG_0084.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:08:13,CAM272,3,3,0,0
IMG_0085.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:09:02,CAM272,1,3,0,0
IMG_0086.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:09:03,CAM272,2,3,0,0
IMG_0087.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:09:05,CAM272,3,3,0,0
IMG_0088.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:11:22,CAM272,1,3,0,0
IMG_0089.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:11:24,CAM272,2,3,0,0
IMG_0090.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:11:25,CAM272,3,3,0,0
IMG_0091.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:11:48,CAM272,1,3,0,0
IMG_0092.JPG,E:\Training_Test_Photo_Set\Cam272_102716_Deer\,2016:11:04 11:11:50,CAM272,2,3,0,0
