File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0232.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:15:33,CAM273,1,3,0,0
IMG_0233.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:15:34,CAM273,2,3,0,0
IMG_0234.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:15:35,CAM273,3,3,0,0
IMG_0235.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:19:55,CAM273,1,3,0,0
IMG_0236.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:19:56,CAM273,2,3,0,0
IMG_0237.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:19:57,CAM273,3,3,0,0
IMG_0238.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:20:03,CAM273,1,3,0,0
IMG_0239.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:20:04,CAM273,2,3,0,0
IMG_0240.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:20:05,CAM273,3,3,0,0
IMG_0241.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:21:40,CAM273,1,3,0,0
IMG_0242.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:21:41,CAM273,2,3,0,0
IMG_0243.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:21:42,CAM273,3,3,0,0
IMG_0244.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:22:53,CAM273,1,3,0,0
IMG_0245.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:22:55,CAM273,2,3,0,0
IMG_0246.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:22:56,CAM273,3,3,0,0
IMG_0247.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:26:39,CAM273,1,3,0,0
IMG_0248.JPG,E:\Training_Test_Photo_Set\Cam273_101116_Jackrabbit\,2016:10:12 07:26:40,CAM273,2,3,0,0
