File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0001.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:23,312,1,3,,0
IMG_0002.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:24,312,2,3,,0
IMG_0003.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:25,312,3,3,,0
IMG_0004.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:26,312,1,3,,0
IMG_0005.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:27,312,2,3,,0
IMG_0006.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:28,312,3,3,,0
IMG_0007.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:37,312,1,3,,0
IMG_0008.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:38,312,2,3,,0
IMG_0009.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:40,312,3,3,,0
IMG_0010.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:42,312,1,3,,0
IMG_0011.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:43,312,2,3,,0
IMG_0012.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:45,312,3,3,,0
IMG_0013.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:52,312,1,3,,0
IMG_0014.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:53,312,2,3,,0
IMG_0015.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:55,312,3,3,,0
IMG_0016.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:58,312,1,3,,0
IMG_0017.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:39:59,312,2,3,,0
IMG_0018.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:01,312,3,3,,0
IMG_0019.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:03,312,1,3,,0
IMG_0020.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:06,312,2,3,,0
IMG_0021.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:07,312,3,3,,0
IMG_0022.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:09,312,1,3,,0
IMG_0023.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:11,312,2,3,,0
IMG_0024.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:12,312,3,3,,0
IMG_0025.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:14,312,1,3,,0
IMG_0026.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:15,312,2,3,,0
IMG_0027.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:17,312,3,3,,0
IMG_0028.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:20,312,1,3,,0
IMG_0029.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:22,312,2,3,,0
IMG_0030.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:23,312,3,3,,0
IMG_0031.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:34,312,1,3,,0
IMG_0032.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:35,312,2,3,,0
IMG_0033.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:36,312,3,3,,0
IMG_0034.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:37,312,1,3,,0
IMG_0035.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:39,312,2,3,,0
IMG_0036.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:40,312,3,3,,0
IMG_0037.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:42,312,1,3,,0
IMG_0038.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:43,312,2,3,,0
IMG_0039.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:44,312,3,3,,0
IMG_0040.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:46,312,1,3,,0
IMG_0041.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:47,312,2,3,,0
IMG_0042.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:48,312,3,3,,0
IMG_0043.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:51,312,1,3,,0
IMG_0044.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:52,312,2,3,,0
IMG_0045.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:53,312,3,3,,0
IMG_0046.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:54,312,1,3,,0
IMG_0047.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:55,312,2,3,,0
IMG_0048.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:40:56,312,3,3,,0
IMG_0049.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:41:03,312,1,3,,0
IMG_0050.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:41:04,312,2,3,,0
IMG_0051.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 09:41:05,312,3,3,,0
IMG_0052.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 12:21:07,312,1,3,,0
IMG_0053.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 12:21:09,312,2,3,,0
IMG_0054.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 12:21:10,312,3,3,,0
IMG_0055.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam312_121216_Skunk,2016:12:12 12:24:26,312,1,3,,0
