File,Dir,Datetime,Camera,SeqNum,SeqLen,Night,Label
IMG_0001.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:17,CAM276,1,3,,0
IMG_0002.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:21,CAM276,2,3,,0
IMG_0003.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:22,CAM276,3,3,,0
IMG_0004.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:24,CAM276,1,3,,0
IMG_0005.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:25,CAM276,2,3,,0
IMG_0006.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:29,CAM276,3,3,,0
IMG_0007.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:30,CAM276,1,3,,0
IMG_0008.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:33,CAM276,2,3,,0
IMG_0009.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:34,CAM276,3,3,,0
IMG_0010.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:36,CAM276,1,3,,0
IMG_0011.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:37,CAM276,2,3,,0
IMG_0012.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:38,CAM276,3,3,,0
IMG_0013.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:39,CAM276,1,3,,0
IMG_0014.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:41,CAM276,2,3,,0
IMG_0015.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:42,CAM276,3,3,,0
IMG_0016.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:43,CAM276,1,3,,0
IMG_0017.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:45,CAM276,2,3,,0
IMG_0018.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:46,CAM276,3,3,,0
IMG_0019.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:47,CAM276,1,3,,0
IMG_0020.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_121216_Raccoon,2016:12:12 15:29:49,CAM276,2,3,,0
