Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:17:23,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:17:25,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:17:26,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:18,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:19,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:20,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:22,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:23,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:24,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:28,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:30,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:31,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:32,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:33,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:34,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:34,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:36,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:38,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:45,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:46,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:47,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:49,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:50,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:18:51,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:34,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:36,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:37,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:38,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:39,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:25:40,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:27:00,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:27:01,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:27:02,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:29:45,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:29:46,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:29:47,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_122016_Jackrabbit,2016:12:20 10:29:56,CAM74,0
