Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:08,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:11,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:14,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:16,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:21,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:24,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:26,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:28,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:29,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:31,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:34,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:36,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:38,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:39,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:41,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:43,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:44,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:46,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:49,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:51,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:53,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:00:56,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:01:04,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:01:06,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:01:08,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_010917_Deer,2017:01:09 14:01:10,292,0
