Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:13:48,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:13:52,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:13:55,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:13:57,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:13:59,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:00,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:02,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:03,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:04,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:05,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:06,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:07,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:12,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:13,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:16,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:18,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:19,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:20,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:22,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:23,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:26,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:27,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:29,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:31,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:35,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:36,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:38,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:39,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:40,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:41,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:51,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:53,292,0
E:\Trail_Cameras\Utah\2016-2017\Cam292_121216_Deer,2016:12:12 12:14:54,292,0
