Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 11:21:10,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 11:21:13,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 11:21:14,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 14:57:05,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 14:57:06,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:01 14:57:07,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:03 14:27:22,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:03 14:27:24,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:03 14:27:25,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:41,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:43,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:44,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:51,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:52,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 17:20:53,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 19:43:33,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 19:43:34,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:04 19:43:35,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:05 12:23:06,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:05 12:23:07,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:05 12:23:08,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 18:45:04,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 18:45:06,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 18:45:07,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 23:33:52,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 23:33:53,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:06 23:33:54,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 13:41:51,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 13:41:52,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 13:41:53,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 14:45:23,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 14:45:24,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:07 14:45:26,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:09 12:56:18,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:09 12:56:19,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:09 12:56:20,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:11 23:56:53,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:11 23:56:55,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:11 23:56:56,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:00,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:05,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:06,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:08,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:10,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_113016_Raccoon,2016:12:12 13:56:11,CAM272,0
