Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:56:57,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:56:59,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:00,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:28,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:29,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:30,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:44,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:46,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 08:57:47,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:23:08,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:23:09,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:23:10,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:26:01,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:26:02,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:26:03,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:28:38,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:28:39,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:28:40,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:29:48,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:29:49,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:29:51,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:00,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:01,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:02,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:39,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:40,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:30:41,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:32:16,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:32:17,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:32:18,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:34:56,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:34:57,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:34:58,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:35:13,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:35:14,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:35:15,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:39,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:40,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:41,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:54,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:55,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:36:56,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:37:02,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:37:03,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:37:04,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:48,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:49,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:50,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:52,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:53,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:54,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:55,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:56,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:38:57,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:41:42,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:41:43,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:41:44,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:42:11,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:42:12,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:42:13,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:43:45,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:43:46,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:43:47,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:34,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:35,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:36,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:52,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:53,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:54,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:57,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:58,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:44:59,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:37,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:38,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:39,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:50,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:51,CAM74,0
E:\Trail_Cameras\Utah\2016-2017\Cam74_120116_Jackrabbit,2016:12:01 09:45:52,CAM74,0
