Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:48,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:49,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:50,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:52,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:58,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:07:59,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:02,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:03,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:05,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:06,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:07,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:08,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:11,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:12,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:14,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:15,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:17,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:19,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:20,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:22,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:23,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:24,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:25,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:26,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:28,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:29,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:32,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:35,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:37,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:38,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:40,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:41,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:43,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:48,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:50,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:51,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:53,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:56,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:57,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:08:59,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:00,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:01,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:08,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:09,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:10,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:15,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:16,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:17,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:18,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:19,CAM276,0
E:\Trail_Cameras\Utah\2016-2017\Cam276_011817_Deer,2017:01:18 15:09:20,CAM276,0
