Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:02:50,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:02:53,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:02:57,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:00,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:01,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:03,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:07,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:08,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:10,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:34,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:36,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:37,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:44,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:45,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:03:46,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:09,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:10,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:11,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:37,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:38,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 13:04:39,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:03:23,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:03:24,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:03:25,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:29:18,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:29:19,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 19:29:20,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 20:34:08,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 20:34:09,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 20:34:10,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:00:49,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:00:50,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:00:51,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:03:42,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:03:43,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:10 21:03:44,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:18,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:19,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:20,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:21,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:22,CAM272,0
E:\Trail_Cameras\Utah\2016-2017\Cam272_011017_Rabbit,2017:01:11 01:10:23,CAM272,0
