Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:07 13:57:08,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:07 13:57:09,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:07 13:57:10,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 11:21:57,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 11:21:59,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 11:22:00,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:29:30,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:29:31,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:29:32,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:00,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:01,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:02,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:02,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:03,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:04,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:07,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:08,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:31:09,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:07,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:08,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:09,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:17,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:18,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:19,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:24,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:25,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:08 21:34:26,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:05:43,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:05:44,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:05:45,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:38:55,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:38:56,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:09 16:38:57,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:17:57,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:17:58,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:17:59,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:00,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:01,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:02,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:03,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:04,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 10:18:05,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:07:40,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:07:41,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:07:42,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:37:13,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:37:14,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:10 12:37:15,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:22,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:23,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:24,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:26,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:27,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:28,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:30,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:31,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:19:32,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:21:31,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:21:32,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:21:33,CAM,1
E:\Trail_Cameras\Utah\2016-2017\Cam277_120716_Deer,2016:12:11 12:23:04,CAM,1
