File,Dir,Datetime,Camera,SeqNum,SeqLen,SeqNumDiff,Night,Mean,Std,TopCrop,BottomCrop,Carcass X,Carcass Y,Carcass Dist,Carcass Size,Obscuring Plants,NumObj,DistRank,Size,X,Y,Dist,Angle,Label_manual,Label_pred
IMG_0127.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 08:25:15,CAM272,1,3,1|0,0,24.52,44.36,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,1.0,1.0,282502.0,436.0,936.0,379.0,-55.0,0,1
IMG_0141.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:41:00,CAM272,3,3,0|2,0,24.46,41.69,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,3.0,1.0,14989.0,648.0,1283.0,33.0,87.0,1,0
IMG_0145.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:41:19,CAM272,1,3,1|0,0,38.07,54.0,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,2.0,1.0,10993.0,1040.0,1309.0,395.0,-8.0,1,0
IMG_0152.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:41:27,CAM272,2,3,2|1,0,34.9,51.39,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,2.0,1.0,166671.0,844.0,1235.0,195.0,4.0,1,0
IMG_0158.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:41:45,CAM272,2,3,2|1,0,28.02,45.11,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,2.0,1.0,22824.0,1136.0,1268.0,486.0,-2.0,1,0
IMG_0162.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:41:56,CAM272,3,3,0|2,0,97.3,72.22,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,5.0,1.0,38378.0,1004.0,379.0,939.0,67.0,1,0
IMG_0163.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:42:14,CAM272,1,3,1|0,0,60.28,65.67,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,5.0,1.0,48185.0,331.0,1224.0,319.0,-4.0,1,0
IMG_0165.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:42:16,CAM272,3,3,0|2,0,63.02,68.07,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,5.0,1.0,18756.0,458.0,1172.0,206.0,-21.0,1,0
IMG_0172.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:42:38,CAM272,1,3,1|0,0,23.43,43.79,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,2.0,1.0,18641.0,396.0,1120.0,284.0,-27.0,1,0
IMG_0176.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:42:48,CAM272,2,3,2|1,0,29.35,47.73,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,1.0,1.0,122158.0,1290.0,1185.0,643.0,5.0,1,0
IMG_0177.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:42:49,CAM272,3,3,0|2,0,43.65,59.65,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,3.0,1.0,38709.0,865.0,817.0,482.0,63.0,1,0
IMG_0196.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam272_102716_Deer\,2016:11:07 14:43:41,CAM272,1,3,1|0,0,34.27,54.71,32.0,57.0,649.4740259740261,1249.1623376623374,1.0,3.0,3.0,3.0,1.0,29740.0,921.0,1365.0,295.0,-23.0,1,0
IMG_1447.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:07:22,CAM273,1,3,1|0,0,12.14,28.25,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,3.0,1.0,66071.0,675.0,681.0,161.0,-87.0,1,0
IMG_1461.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:10:26,CAM273,3,3,0|2,0,9.22,20.26,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1477.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:15:21,CAM273,1,3,1|0,0,9.94,22.35,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1478.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:15:22,CAM273,2,3,2|1,0,9.74,21.67,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1480.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:16:47,CAM273,1,3,1|0,0,12.58,28.82,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,3.0,1.0,19015.0,782.0,757.0,130.0,40.0,1,0
IMG_1504.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:30:07,CAM273,1,3,1|0,0,5.44,13.0,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1505.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:30:08,CAM273,2,3,2|1,0,5.21,12.22,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1506.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_111116_Deer\,2016:11:14 17:30:09,CAM273,3,3,0|2,0,5.74,13.65,32.0,57.0,682.7207792207791,841.8896103896103,3.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0050.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam273_120816_Jackrabbit\,2016:12:08 16:02:04,CAM273,2,3,2|1,0,8.29,18.83,32.0,57.0,1218.8246753246754,891.7597402597397,2.0,1.0,1.0,1.0,1.0,29724.0,1262.0,815.0,88.0,60.0,1,0
IMG_0238.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:09 17:48:00,CAM276,1,3,1|0,0,44.39,66.51,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,2.0,1.0,647214.0,530.0,946.0,295.0,79.0,0,1
IMG_0562.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 08:58:31,CAM276,1,3,1|0,0,17.36,34.0,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,2.0,1.0,139988.0,496.0,1105.0,133.0,80.0,0,1
IMG_0564.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 08:58:34,CAM276,3,3,0|2,0,19.64,38.06,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,181082.0,539.0,1131.0,123.0,58.0,0,1
IMG_0576.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 09:05:38,CAM276,3,3,0|2,0,32.31,51.74,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,1.0,1.0,398121.0,696.0,1034.0,299.0,42.0,0,1
IMG_0606.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 09:13:31,CAM276,3,3,0|2,0,12.34,24.67,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,1.0,1.0,72913.0,389.0,966.0,284.0,-72.0,0,1
IMG_0612.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 09:15:40,CAM276,3,3,0|2,0,15.41,31.68,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,1.0,1.0,157827.0,472.0,1002.0,234.0,-89.0,0,1
IMG_0613.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 09:16:55,CAM276,1,3,1|0,0,14.84,30.53,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,90350.0,312.0,953.0,327.0,-60.0,0,1
IMG_0619.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 09:18:04,CAM276,1,3,1|0,0,23.24,44.05,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,242790.0,638.0,1276.0,167.0,-13.0,0,1
IMG_0821.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 10:46:41,CAM276,2,3,2|1,0,46.28,60.17,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,5.0,1.0,14589.0,627.0,1348.0,188.0,-36.0,0,1
IMG_0836.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 10:55:26,CAM276,2,3,2|1,0,26.31,44.02,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,4.0,1.0,44784.0,224.0,1163.0,261.0,-16.0,0,1
IMG_0858.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 11:36:57,CAM276,3,3,0|2,0,33.6,50.38,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,12056.0,849.0,1415.0,414.0,-25.0,0,1
IMG_0880.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 11:45:33,CAM276,1,3,1|0,0,22.54,43.33,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,228438.0,751.0,1147.0,290.0,17.0,0,1
IMG_0976.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:12:47,CAM276,1,3,1|0,0,75.92,71.45,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0978.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:12:49,CAM276,3,3,0|2,0,78.49,72.0,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,1.0,1.0,14218.0,347.0,798.0,456.0,-73.0,1,0
IMG_0980.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:14:17,CAM276,2,3,2|1,0,68.42,69.09,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0985.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:24:17,CAM276,1,3,1|0,0,84.26,73.03,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0986.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:24:19,CAM276,2,3,2|1,0,81.73,72.42,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0987.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:24:20,CAM276,3,3,0|2,0,73.59,70.69,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_0998.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:36:24,CAM276,2,3,2|1,0,66.78,68.35,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
IMG_1000.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:36:50,CAM276,1,3,1|0,0,57.22,64.83,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,3.0,1.0,10025.0,378.0,1160.0,123.0,-38.0,1,0
IMG_1004.JPG,E:\Trail_Cameras\Utah\2016-2017\Cam276_010917_Deer\,2017:01:10 13:37:52,CAM276,2,3,2|1,0,82.11,72.93,32.0,57.0,474.92857142857116,1236.694805194805,1.0,3.0,1.0,0.0,0.0,,,,,,1,0
