Dir,Datetime,Camera,Label
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:27,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:28,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:30,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:31,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:32,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:33,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:34,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:36,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:38,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:43,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:45,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:47,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:48,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:50,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:51,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:52,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:53,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:54,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:54,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:55,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:56,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:57,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:58,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:36:59,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:00,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:01,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:02,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:03,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:06,CAM,0
E:\Trail_Cameras\Utah\2016-2017\Cam277_011817_Deer,2017:01:18 12:37:07,CAM,0
